filepath,label,source,split,duration_s,sample_rate,seed_for_split,consent_basis,uuid,gender,weeks,filename_label_mismatch,source_filepath
data/synth/belly_pain/0_00033.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00034.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00035.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00036.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00037.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00038.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00039.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00040.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00041.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00042.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00043.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00044.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00045.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00046.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00047.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00048.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00049.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00050.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/belly_pain/0_00051.pt,belly_pain,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00000.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00001.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00002.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00003.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00004.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00005.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00006.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00007.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00008.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00009.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00010.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00011.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00012.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00013.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00014.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00015.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00016.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00017.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00018.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00019.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00020.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00021.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00022.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00023.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00024.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00025.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00026.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00027.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00028.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00029.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00030.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00031.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00032.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00033.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00034.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00035.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00036.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00037.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00038.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00039.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00040.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00041.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
data/synth/burping/0_00042.pt,burping,ddpm_synthetic,train,,,,synthetic_no_real_clip,,,,0,
